Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Wakulla County Sheriff Department,FL,12,,91.0,0,13.0,4,74,683.0,149,513.0,21.0,,,,,,,,,,wakulla county,"wakulla county,FL",05000US12129
Walton County Sheriff Department,FL,12,,163.0,0,11.0,7,145,1140.0,305,773.0,62.0,,,,,,,,,,walton county,"walton county,FL",05000US12131
Wellington,FL,12,57943.0,144.0,0,10.0,28,106,1445.0,234,1104.0,107.0,248.5,0.0,17.3,48.3,182.9,2493.8,403.8,1905.3,184.7,wellington,"wellington,FL",04000US12
West Melbourne Police Dept,FL,12,18613.0,60.0,1,1.0,11,47,556.0,78,454.0,24.0,322.4,5.4,5.4,59.1,252.5,2987.2,419.1,2439.2,128.9,west melbourne,"west melbourne,FL",04000US12
West Palm Beach Police Dept,FL,12,102422.0,821.0,17,31.0,334,439,5404.0,1289,3801.0,314.0,801.6,16.6,30.3,326.1,428.6,5276.2,1258.5,3711.1,306.6,west palm beach,"west palm beach,FL",04000US12
Weston,FL,12,67452.0,62.0,2,5.0,14,41,661.0,148,493.0,20.0,91.9,3.0,7.4,20.8,60.8,980.0,219.4,730.9,29.7,weston,"weston,FL",04000US12
Wilton Manors Police Dept,FL,12,12005.0,77.0,0,3.0,32,42,596.0,136,433.0,27.0,641.4,0.0,25.0,266.6,349.9,4964.6,1132.9,3606.8,224.9,wilton manors,"wilton manors,FL",04000US12
Winter Garden Police Dept,FL,12,35768.0,196.0,0,11.0,30,155,1275.0,233,992.0,50.0,548.0,0.0,30.8,83.9,433.3,3564.6,651.4,2773.4,139.8,winter garden,"winter garden,FL",04000US12
Winter Haven Police Dept,FL,12,34759.0,245.0,5,8.0,59,173,1812.0,489,1267.0,56.0,704.9,14.4,23.0,169.7,497.7,5213.0,1406.8,3645.1,161.1,winter haven,"winter haven,FL",04000US12
Winter Park Dept Of Public Safety,FL,12,28785.0,83.0,0,1.0,26,56,1167.0,384,743.0,40.0,288.3,0.0,3.5,90.3,194.5,4054.2,1334.0,2581.2,139.0,winter park dept of public safety,"winter park dept of public safety,FL",04000US12
Winter Springs Police Dept,FL,12,33925.0,47.0,3,0.0,7,37,348.0,89,245.0,14.0,138.5,8.8,0.0,20.6,109.1,1025.8,262.3,722.2,41.3,winter springs,"winter springs,FL",04000US12
Zephyrhills Police Dept,FL,12,13519.0,52.0,0,1.0,15,36,1035.0,225,790.0,20.0,384.6,0.0,7.4,111.0,266.3,7655.9,1664.3,5843.6,147.9,zephyrhills,"zephyrhills,FL",
Acworth Police Dept,GA,12,20932.0,11.0,0,0.0,4,7,416.0,43,347.0,26.0,52.6,0.0,0.0,19.1,33.4,1987.4,205.4,1657.7,124.2,acworth,"acworth,GA",04000US13
Albany Police Dept,GA,12,78512.0,813.0,4,27.0,224,558,5001.0,1408,3369.0,224.0,1035.5,5.1,34.4,285.3,710.7,6369.7,1793.4,4291.1,285.3,albany,"albany,GA",04000US13
Alpharetta Police Dept,GA,12,60031.0,42.0,1,6.0,18,17,1230.0,127,1076.0,27.0,70.0,1.7,10.0,30.0,28.3,2048.9,211.6,1792.4,45.0,alpharetta,"alpharetta,GA",04000US13
Americus Police Dept,GA,12,16988.0,219.0,0,0.0,38,181,1220.0,630,562.0,28.0,1289.1,0.0,0.0,223.7,1065.5,7181.5,3708.5,3308.2,164.8,americus,"americus,GA",04000US13
Athens-Clarke County Police Department,GA,12,117457.0,455.0,5,48.0,158,244,4601.0,1149,3210.0,242.0,387.4,4.3,40.9,134.5,207.7,3917.2,978.2,2732.9,206.0,athens-clarke county,"athens-clarke county,GA",16000US1303440
Atlanta Police Dept,GA,12,437041.0,6027.0,83,113.0,2276,3555,28554.0,6192,17212.0,5150.0,1379.0,19.0,25.9,520.8,813.4,6533.5,1416.8,3938.3,1178.4,atlanta,"atlanta,GA",04000US13
Richmond,GA,12,,879.0,28,85.0,542,224,11592.0,3146,7276.0,1170.0,,,,,,,,,,richmond,"richmond,GA",
Bainbridge Police Dept,GA,12,12764.0,89.0,2,2.0,9,76,681.0,151,520.0,10.0,697.3,15.7,15.7,70.5,595.4,5335.3,1183.0,4074.0,78.3,bainbridge,"bainbridge,GA",04000US13
Baldwin County Sheriff Department,GA,12,,177.0,2,11.0,5,159,628.0,151,451.0,26.0,,,,,,,,,,baldwin county,"baldwin county,GA",05000US13009
Barrow County Sheriff Department,GA,12,,269.0,0,9.0,9,251,866.0,231,572.0,63.0,,,,,,,,,,barrow county,"barrow county,GA",05000US13013
Bartow County Sheriff Department,GA,12,,329.0,0,13.0,24,292,2726.0,821,1703.0,202.0,,,,,,,,,,bartow county,"bartow county,GA",05000US13015
Bibb County Sheriff Department,GA,12,,207.0,3,13.0,40,151,2370.0,542,1649.0,179.0,,,,,,,,,,bibb county,"bibb county,GA",05000US13021
Brunswick Police Dept,GA,12,15691.0,220.0,4,3.0,61,152,1113.0,294,788.0,31.0,1402.1,25.5,19.1,388.8,968.7,7093.2,1873.7,5022.0,197.6,brunswick,"brunswick,GA",04000US13
Bulloch County Sheriff Department,GA,12,,29.0,2,5.0,10,12,734.0,192,503.0,39.0,,,,,,,,,,bulloch county,"bulloch county,GA",05000US13031
Calhoun Police Dept,GA,12,15941.0,35.0,0,3.0,6,26,765.0,131,616.0,18.0,219.6,0.0,18.8,37.6,163.1,4798.9,821.8,3864.2,112.9,calhoun,"calhoun,GA",
Canton (Cherokee Co) Police Dept,GA,12,23629.0,18.0,0,4.0,7,7,415.0,65,326.0,24.0,76.2,0.0,16.9,29.6,29.6,1756.3,275.1,1379.7,101.6,canton (cherokee co),"canton (cherokee co),GA",04000US13
Carroll County Sheriff Department,GA,12,,113.0,1,17.0,16,79,1460.0,517,847.0,96.0,,,,,,,,,,carroll county,"carroll county,GA",05000US13045
Carrollton Police Dept,GA,12,24774.0,156.0,2,11.0,42,101,1093.0,225,838.0,30.0,629.7,8.1,44.4,169.5,407.7,4411.9,908.2,3382.6,121.1,carrollton,"carrollton,GA",04000US13
Cartersville Police Dept,GA,12,19993.0,51.0,2,6.0,12,31,933.0,166,699.0,68.0,255.1,10.0,30.0,60.0,155.1,4666.6,830.3,3496.2,340.1,cartersville,"cartersville,GA",04000US13
Catoosa County Sheriff Department,GA,12,,84.0,1,6.0,14,63,1033.0,246,682.0,105.0,,,,,,,,,,catoosa county,"catoosa county,GA",05000US13047
Chamblee Police Dept,GA,12,15842.0,48.0,0,2.0,29,17,611.0,99,450.0,62.0,303.0,0.0,12.6,183.1,107.3,3856.8,624.9,2840.6,391.4,chamblee,"chamblee,GA",04000US13
Cherokee County Sheriff Department,GA,12,,117.0,3,24.0,17,73,1854.0,604,1126.0,124.0,,,,,,,,,,cherokee county,"cherokee county,GA",05000US13057
Clayton County Police Department,GA,12,,1157.0,24,57.0,535,541,9580.0,3777,4478.0,1325.0,,,,,,,,,,clayton county,"clayton county,GA",05000US13063
Cobb County Police Department,GA,12,,974.0,11,86.0,397,480,10658.0,3055,6856.0,747.0,,,,,,,,,,cobb county,"cobb county,GA",05000US13067
Coffee County Sheriff Department,GA,12,,65.0,3,4.0,11,47,840.0,221,588.0,31.0,,,,,,,,,,coffee county,"coffee county,GA",05000US13069
City Of College Park Police Dept,GA,12,14513.0,293.0,5,25.0,142,121,1775.0,398,1028.0,349.0,2018.9,34.5,172.3,978.4,833.7,12230.4,2742.4,7083.3,2404.7,city of college park,"city of college park,GA",04000US13
Colquitt County Sheriff Department,GA,9,,67.0,1,2.0,1,63,462.0,115,326.0,21.0,,,,,,,,,,colquitt county,"colquitt county,GA",05000US13071
Columbia County Sheriff Department,GA,12,,68.0,1,10.0,20,37,2297.0,396,1804.0,97.0,,,,,,,,,,columbia county,"columbia county,GA",05000US13073
Columbus Police Dept,GA,12,196178.0,994.0,17,31.0,423,523,11266.0,2709,7711.0,846.0,506.7,8.7,15.8,215.6,266.6,5742.7,1380.9,3930.6,431.2,columbus,"columbus,GA",04000US13
Conyers Police Dept,GA,12,15455.0,66.0,0,1.0,27,38,1007.0,161,759.0,87.0,427.0,0.0,6.5,174.7,245.9,6515.7,1041.7,4911.0,562.9,conyers,"conyers,GA",04000US13
Cordele Police Dept,GA,12,11397.0,91.0,3,9.0,36,43,991.0,257,709.0,25.0,798.5,26.3,79.0,315.9,377.3,8695.3,2255.0,6220.9,219.4,cordele,"cordele,GA",04000US13
Covington Police Dept,GA,12,13367.0,58.0,1,12.0,19,26,824.0,168,609.0,47.0,433.9,7.5,89.8,142.1,194.5,6164.4,1256.8,4556.0,351.6,covington,"covington,GA",04000US13
Coweta County Sheriff Department,GA,12,,86.0,0,9.0,17,60,1419.0,339,1000.0,80.0,,,,,,,,,,coweta county,"coweta county,GA",05000US13077
Dallas Police Dept,GA,12,11762.0,21.0,0,1.0,7,13,253.0,51,174.0,28.0,178.5,0.0,8.5,59.5,110.5,2151.0,433.6,1479.3,238.1,dallas,"dallas,GA",04000US13
Dalton Police Dept,GA,12,33668.0,88.0,2,8.0,26,52,1250.0,229,984.0,37.0,261.4,5.9,23.8,77.2,154.4,3712.7,680.2,2922.7,109.9,dalton,"dalton,GA",04000US13
Decatur Police Dept,GA,12,19764.0,39.0,0,0.0,25,14,652.0,92,498.0,62.0,197.3,0.0,0.0,126.5,70.8,3298.9,465.5,2519.7,313.7,decatur,"decatur,GA",05000US13087
Dekalb County Public Safety Department,GA,12,,3420.0,76,122.0,1787,1435,30285.0,9468,15995.0,4822.0,,,,,,,,,,dekalb county,"dekalb county,GA",05000US13089
Douglas County Sheriff Department,GA,12,,362.0,1,13.0,26,322,1758.0,487,1162.0,109.0,,,,,,,,,,douglas county,"douglas county,GA",05000US13097
Douglas Police Dept,GA,12,11665.0,114.0,1,18.0,42,53,1091.0,231,836.0,24.0,977.3,8.6,154.3,360.1,454.4,9352.8,1980.3,7166.7,205.7,douglas,"douglas,GA",05000US13097
Douglasville Police Dept,GA,12,31506.0,190.0,0,5.0,40,145,1995.0,231,1679.0,85.0,603.1,0.0,15.9,127.0,460.2,6332.1,733.2,5329.1,269.8,douglasville,"douglasville,GA",04000US13
Dublin Police Dept,GA,12,16215.0,115.0,0,2.0,46,67,1071.0,230,806.0,35.0,709.2,0.0,12.3,283.7,413.2,6605.0,1418.4,4970.7,215.8,dublin,"dublin,GA",04000US13
Duluth Police Dept,GA,12,27549.0,35.0,0,1.0,14,20,556.0,80,453.0,23.0,127.0,0.0,3.6,50.8,72.6,2018.2,290.4,1644.3,83.5,duluth,"duluth,GA",04000US13
East Point Police Dept,GA,12,35155.0,421.0,12,13.0,268,128,3819.0,1029,2018.0,772.0,1197.6,34.1,37.0,762.3,364.1,10863.3,2927.0,5740.3,2196.0,east point,"east point,GA",04000US13
Effingham,GA,12,,38.0,1,14.0,4,19,242.0,159,61.0,22.0,,,,,,,,,,effingham,"effingham,GA",05000US13103
Fairburn Police Dept,GA,11,13506.0,40.0,2,0.0,18,20,482.0,110,323.0,49.0,,,,,,,,,,fairburn,"fairburn,GA",04000US13
Fayette County Sheriff Department,GA,12,,43.0,3,4.0,7,29,579.0,182,353.0,44.0,,,,,,,,,,fayette county,"fayette county,GA",05000US13113
Fayetteville Police Dept,GA,12,16296.0,25.0,0,1.0,8,16,398.0,45,327.0,26.0,153.4,0.0,6.1,49.1,98.2,2442.3,276.1,2006.6,159.5,fayetteville,"fayetteville,GA",04000US13
Floyd County Police Department,GA,12,,126.0,1,9.0,11,105,1358.0,384,918.0,56.0,,,,,,,,,,floyd county,"floyd county,GA",05000US13115
Forest Park Dept Of Public Safety,GA,12,18815.0,143.0,2,3.0,65,73,1021.0,229,684.0,108.0,760.0,10.6,15.9,345.5,388.0,5426.5,1217.1,3635.4,574.0,forest park dept of public safety,"forest park dept of public safety,GA",04000US13
Forsyth County Sheriff Department,GA,8,,108.0,1,9.0,2,96,990.0,232,738.0,20.0,,,,,,,,,,forsyth county,"forsyth county,GA",05000US13117
Fulton County Police Department,GA,12,,805.0,18,34.0,379,374,5855.0,1627,3458.0,770.0,,,,,,,,,,fulton county,"fulton county,GA",05000US13121
Gainesville Police Dept,GA,12,34789.0,113.0,3,15.0,49,46,1497.0,240,1172.0,85.0,324.8,8.6,43.1,140.8,132.2,4303.1,689.9,3368.9,244.3,gainesville,"gainesville,GA",04000US13
Gilmer County Sheriff Department,GA,12,,54.0,0,5.0,0,49,407.0,117,279.0,11.0,,,,,,,,,,gilmer county,"gilmer county,GA",05000US13123
Glynn County Police Department,GA,12,,230.0,2,10.0,64,154,2680.0,652,1947.0,81.0,,,,,,,,,,glynn county,"glynn county,GA",05000US13127
Gordon County Sheriff Department,GA,12,,149.0,4,8.0,5,132,732.0,208,479.0,45.0,,,,,,,,,,gordon county,"gordon county,GA",05000US13129
Griffin Police Dept,GA,12,23880.0,202.0,2,7.0,53,140,1676.0,303,1335.0,38.0,845.9,8.4,29.3,221.9,586.3,7018.4,1268.8,5590.5,159.1,griffin,"griffin,GA",04000US13
Grovetown Dept Of Public Safety,GA,12,11713.0,7.0,0,2.0,2,3,257.0,51,195.0,11.0,59.8,0.0,17.1,17.1,25.6,2194.1,435.4,1664.8,93.9,grovetown dept of public safety,"grovetown dept of public safety,GA",04000US13
Gwinnett County Police Department,GA,12,,1578.0,34,161.0,662,721,14179.0,4100,8984.0,1095.0,,,,,,,,,,gwinnett county,"gwinnett county,GA",05000US13135
Habersham County Sheriff Department,GA,12,,33.0,0,3.0,0,30,495.0,203,267.0,25.0,,,,,,,,,,habersham county,"habersham county,GA",05000US13137
Hall County Sheriff Department,GA,12,,187.0,4,20.0,37,126,2357.0,626,1506.0,225.0,,,,,,,,,,hall county,"hall county,GA",05000US13139
Harris County Sheriff Department,GA,12,,19.0,0,0.0,0,19,209.0,51,151.0,7.0,,,,,,,,,,harris county,"harris county,GA",05000US13145
Henry Police Dept,GA,12,,286.0,5,26.0,94,161,4655.0,1378,2888.0,389.0,,,,,,,,,,henry,"henry,GA",05000US13151
Hinesville Police Dept,GA,12,34887.0,153.0,2,18.0,33,100,1479.0,389,1049.0,41.0,438.6,5.7,51.6,94.6,286.6,4239.4,1115.0,3006.9,117.5,hinesville,"hinesville,GA",04000US13
Houston County Sheriff Department,GA,12,,59.0,2,6.0,9,42,996.0,233,730.0,33.0,,,,,,,,,,houston county,"houston county,GA",05000US13153
Jackson County Sheriff Department,GA,12,,69.0,0,9.0,7,53,892.0,175,672.0,45.0,,,,,,,,,,jackson county,"jackson county,GA",05000US13157
Jesup City Police Dept,GA,12,10388.0,71.0,3,0.0,17,51,785.0,110,666.0,9.0,683.5,28.9,0.0,163.7,491.0,7556.8,1058.9,6411.2,86.6,jesup city,"jesup city,GA",
Jones County Sheriff Department,GA,12,,19.0,1,2.0,2,14,489.0,138,318.0,33.0,,,,,,,,,,jones county,"jones county,GA",05000US13169
Kennesaw Police Dept,GA,12,30518.0,30.0,0,1.0,9,20,499.0,105,369.0,25.0,98.3,0.0,3.3,29.5,65.5,1635.1,344.1,1209.1,81.9,kennesaw,"kennesaw,GA",04000US13
Kingsland Police Dept,GA,12,16083.0,80.0,0,3.0,7,70,519.0,104,401.0,14.0,497.4,0.0,18.7,43.5,435.2,3227.0,646.6,2493.3,87.0,kingsland,"kingsland,GA",04000US13
Lagrange Police Dept,GA,12,30221.0,126.0,3,8.0,65,50,1785.0,464,1247.0,74.0,416.9,9.9,26.5,215.1,165.4,5906.5,1535.4,4126.3,244.9,lagrange,"lagrange,GA",04000US13
Laurens County Sheriff Department,GA,12,,34.0,3,2.0,7,22,766.0,235,492.0,39.0,,,,,,,,,,laurens county,"laurens county,GA",05000US13175
Lawrenceville Police Dept,GA,12,29559.0,70.0,0,4.0,50,16,1061.0,214,804.0,43.0,236.8,0.0,13.5,169.2,54.1,3589.4,724.0,2720.0,145.5,lawrenceville,"lawrenceville,GA",04000US13
Lee County Sheriff Department,GA,12,,92.0,1,1.0,5,85,630.0,150,453.0,27.0,,,,,,,,,,lee county,"lee county,GA",05000US13177
Lilburn Police Dept,GA,12,12079.0,46.0,0,3.0,22,21,789.0,99,656.0,34.0,380.8,0.0,24.8,182.1,173.9,6532.0,819.6,5430.9,281.5,lilburn,"lilburn,GA",04000US13
Loganville Police Dept,GA,12,10714.0,15.0,0,1.0,4,10,297.0,35,243.0,19.0,140.0,0.0,9.3,37.3,93.3,2772.1,326.7,2268.1,177.3,loganville,"loganville,GA",04000US13
Lowndes County Sheriff Department,GA,12,,102.0,1,1.0,6,94,640.0,191,416.0,33.0,,,,,,,,,,lowndes county,"lowndes county,GA",05000US13185
Lumpkin County Sheriff Department,GA,12,,79.0,0,9.0,2,68,428.0,117,283.0,28.0,,,,,,,,,,lumpkin county,"lumpkin county,GA",05000US13187
Macon Police Dept,GA,12,92836.0,583.0,21,41.0,242,279,6699.0,1828,4371.0,500.0,628.0,22.6,44.2,260.7,300.5,7216.0,1969.1,4708.3,538.6,macon,"macon,GA",
Madison County Sheriff Department,GA,12,,42.0,0,3.0,7,32,741.0,191,505.0,45.0,,,,,,,,,,madison county,"madison county,GA",05000US13195
Marietta Police Dept,GA,12,57969.0,474.0,1,12.0,132,329,2548.0,496,1865.0,187.0,817.7,1.7,20.7,227.7,567.5,4395.5,855.6,3217.2,322.6,marietta,"marietta,GA",04000US13
Mc Donough Police Dept,GA,12,22686.0,60.0,0,9.0,27,24,723.0,131,555.0,37.0,264.5,0.0,39.7,119.0,105.8,3187.0,577.4,2446.4,163.1,mc donough,"mc donough,GA",04000US13
Milledgeville Police Dept,GA,12,17686.0,52.0,0,7.0,10,35,726.0,193,522.0,11.0,294.0,0.0,39.6,56.5,197.9,4104.9,1091.3,2951.5,62.2,milledgeville,"milledgeville,GA",04000US13
Monroe Police Dept,GA,12,13502.0,109.0,2,12.0,23,72,1039.0,332,676.0,31.0,807.3,14.8,88.9,170.3,533.3,7695.2,2458.9,5006.7,229.6,monroe,"monroe,GA",05000US13207
Moultrie Co Police Dept,GA,12,14311.0,84.0,2,8.0,39,35,1032.0,237,763.0,32.0,587.0,14.0,55.9,272.5,244.6,7211.2,1656.1,5331.6,223.6,moultrie co,"moultrie co,GA",04000US08
Murray County Sheriff Department,GA,12,,84.0,1,5.0,2,76,752.0,150,560.0,42.0,,,,,,,,,,murray county,"murray county,GA",05000US13213
Newnan Police Dept,GA,12,34085.0,125.0,2,4.0,35,84,1147.0,246,840.0,61.0,366.7,5.9,11.7,102.7,246.4,3365.1,721.7,2464.4,179.0,newnan,"newnan,GA",04000US13
Newton County Sheriff Department,GA,12,,279.0,4,13.0,33,229,1868.0,774,897.0,197.0,,,,,,,,,,newton county,"newton county,GA",05000US13217
Oconee County Sheriff Department,GA,12,,37.0,0,0.0,4,33,436.0,52,355.0,29.0,,,,,,,,,,oconee county,"oconee county,GA",05000US13219
Paulding County Sheriff Department,GA,12,,188.0,1,17.0,23,147,2374.0,622,1513.0,239.0,,,,,,,,,,paulding county,"paulding county,GA",05000US13223
Peachtree City Police Dept,GA,12,35128.0,15.0,0,2.0,6,7,457.0,36,366.0,55.0,42.7,0.0,5.7,17.1,19.9,1301.0,102.5,1041.9,156.6,peachtree city,"peachtree city,GA",04000US13
Perry Police Dept,GA,12,14367.0,47.0,0,3.0,8,36,324.0,82,220.0,22.0,327.1,0.0,20.9,55.7,250.6,2255.2,570.8,1531.3,153.1,perry,"perry,GA",04000US13
Pickens County Sheriff Department,GA,12,,47.0,2,0.0,0,45,456.0,109,329.0,18.0,,,,,,,,,,pickens county,"pickens county,GA",05000US13227
Polk County Police Department,GA,12,,52.0,1,6.0,5,40,671.0,277,340.0,54.0,,,,,,,,,,polk county,"polk county,GA",05000US13233
Pooler Police Dept,GA,12,19850.0,27.0,1,4.0,11,11,510.0,112,367.0,31.0,136.0,5.0,20.2,55.4,55.4,2569.3,564.2,1848.9,156.2,pooler,"pooler,GA",04000US13
Powder Springs Police Dept,GA,12,14284.0,77.0,0,0.0,17,60,401.0,169,214.0,18.0,539.1,0.0,0.0,119.0,420.1,2807.3,1183.1,1498.2,126.0,powder springs,"powder springs,GA",04000US13
Riverdale Police Dept,GA,12,15414.0,119.0,1,1.0,45,72,914.0,291,541.0,82.0,772.0,6.5,6.5,291.9,467.1,5929.7,1887.9,3509.8,532.0,riverdale,"riverdale,GA",04000US13
Rockdale County Sheriff Department,GA,12,,246.0,1,13.0,29,203,2302.0,643,1474.0,185.0,,,,,,,,,,rockdale county,"rockdale county,GA",05000US13247
Rome Police Dept,GA,12,36567.0,190.0,2,15.0,45,128,2241.0,490,1667.0,84.0,519.6,5.5,41.0,123.1,350.0,6128.5,1340.0,4558.8,229.7,rome,"rome,GA",04000US13
Roswell Police Dept,GA,12,92141.0,132.0,1,7.0,63,61,1721.0,399,1228.0,94.0,143.3,1.1,7.6,68.4,66.2,1867.8,433.0,1332.7,102.0,roswell,"roswell,GA",04000US13
Savannah Police Dept,GA,12,231285.0,878.0,23,25.0,491,339,8325.0,2083,5583.0,659.0,379.6,9.9,10.8,212.3,146.6,3599.5,900.6,2413.9,284.9,savannah,"savannah,GA",04000US13
Smyrna Police Dept,GA,12,52537.0,161.0,3,12.0,68,78,1392.0,366,898.0,128.0,306.5,5.7,22.8,129.4,148.5,2649.6,696.7,1709.3,243.6,smyrna,"smyrna,GA",04000US13
Snellville Police Dept,GA,12,18885.0,34.0,0,3.0,9,22,860.0,70,760.0,30.0,180.0,0.0,15.9,47.7,116.5,4553.9,370.7,4024.4,158.9,snellville,"snellville,GA",04000US13
Spalding County Sheriff Department,GA,12,,146.0,1,17.0,29,99,1549.0,492,935.0,122.0,,,,,,,,,,spalding county,"spalding county,GA",05000US13255
St. Marys Police Dept,GA,12,17281.0,76.0,2,3.0,10,61,534.0,152,363.0,19.0,439.8,11.6,17.4,57.9,353.0,3090.1,879.6,2100.6,109.9,st. marys,"st. marys,GA",04000US13
Statesboro Police Dept,GA,12,29713.0,86.0,2,16.0,48,20,1307.0,297,964.0,46.0,289.4,6.7,53.8,161.5,67.3,4398.7,999.6,3244.4,154.8,statesboro,"statesboro,GA",04000US13
Suwanee Police Dept,GA,12,15902.0,22.0,0,4.0,7,11,336.0,64,259.0,13.0,138.3,0.0,25.2,44.0,69.2,2112.9,402.5,1628.7,81.8,suwanee,"suwanee,GA",04000US13
Thomasville Police Dept,GA,12,18603.0,77.0,2,7.0,22,46,1195.0,353,791.0,51.0,413.9,10.8,37.6,118.3,247.3,6423.7,1897.5,4252.0,274.1,thomasville,"thomasville,GA",04000US13
Tifton City Police Dept,GA,12,17049.0,123.0,0,9.0,33,81,1205.0,216,955.0,34.0,721.4,0.0,52.8,193.6,475.1,7067.9,1266.9,5601.5,199.4,tifton city,"tifton city,GA",
Troup County Sheriff Department,GA,12,,30.0,2,4.0,4,20,712.0,172,503.0,37.0,,,,,,,,,,troup county,"troup county,GA",05000US13285
Union City Police Dept,GA,12,20293.0,166.0,5,5.0,72,84,1642.0,458,927.0,257.0,818.0,24.6,24.6,354.8,413.9,8091.5,2256.9,4568.1,1266.4,union city,"union city,GA",04000US13
Valdosta Police Dept,GA,12,56617.0,248.0,3,38.0,88,119,2324.0,655,1592.0,77.0,438.0,5.3,67.1,155.4,210.2,4104.8,1156.9,2811.9,136.0,valdosta,"valdosta,GA",04000US13
Vidalia Police Dept,GA,12,10664.0,56.0,2,3.0,13,38,710.0,166,526.0,18.0,525.1,18.8,28.1,121.9,356.3,6657.9,1556.6,4932.5,168.8,vidalia,"vidalia,GA",04000US13
Villa Rica Police Dept,GA,12,14197.0,31.0,0,5.0,8,18,550.0,134,391.0,25.0,218.4,0.0,35.2,56.3,126.8,3874.1,943.9,2754.1,176.1,villa rica,"villa rica,GA",04000US13
Walker County Sheriff Department,GA,11,,58.0,0,4.0,6,48,934.0,268,615.0,51.0,,,,,,,,,,walker county,"walker county,GA",05000US13295
Walton County Sheriff Department,GA,12,,85.0,0,6.0,12,67,1071.0,301,674.0,96.0,,,,,,,,,,walton county,"walton county,GA",05000US13297
Warner Robins Police Dept,GA,12,69231.0,366.0,6,21.0,141,198,3979.0,781,3050.0,148.0,528.7,8.7,30.3,203.7,286.0,5747.4,1128.1,4405.5,213.8,warner robins,"warner robins,GA",04000US13
Waycross Police Dept,GA,12,14875.0,61.0,2,3.0,32,24,910.0,115,777.0,18.0,410.1,13.4,20.2,215.1,161.3,6117.6,773.1,5223.5,121.0,waycross,"waycross,GA",04000US13
Whitefield County Sheriff Department,GA,12,,183.0,1,12.0,11,159,1736.0,548,1106.0,82.0,,,,,,,,,,whitefield county,"whitefield county,GA",04000US13
Winder Police Dept,GA,12,14361.0,46.0,0,2.0,13,31,554.0,117,415.0,22.0,320.3,0.0,13.9,90.5,215.9,3857.7,814.7,2889.8,153.2,winder,"winder,GA",04000US13
Woodstock Police Dept,GA,12,24606.0,42.0,0,5.0,7,30,601.0,61,527.0,13.0,170.7,0.0,20.3,28.4,121.9,2442.5,247.9,2141.8,52.8,woodstock,"woodstock,GA",04000US13
Hawaii County Police Department,HI,8,,300.0,3,33.0,54,210,3729.0,853,2589.0,287.0,,,,,,,,,,hawaii county,"hawaii county,HI",05000US15001
Honolulu Police Dept,HI,3,975875.0,566.0,5,40.0,206,315,7169.0,1243,5297.0,629.0,,,,,,,,,,honolulu,"honolulu,HI",05000US15003
Kauai Police Department,HI,9,,154.0,0,23.0,15,116,1913.0,496,1310.0,107.0,,,,,,,,,,kauai,"kauai,HI",05000US15007
Maui Police Department,HI,12,,411.0,5,44.0,115,247,6003.0,1067,4419.0,517.0,,,,,,,,,,maui,"maui,HI",05000US15009
Ada County Sheriff Department,ID,12,,128.0,0,17.0,6,105,1036.0,248,758.0,30.0,,,,,,,,,,ada county,"ada county,ID",05000US16001
Bingham County Sheriff Department,ID,12,,38.0,0,8.0,1,29,283.0,82,182.0,19.0,,,,,,,,,,bingham county,"bingham county,ID",05000US16011
Blackfoot Police Dept,ID,12,12068.0,26.0,0,7.0,3,16,411.0,117,277.0,17.0,215.4,0.0,58.0,24.9,132.6,3405.7,969.5,2295.3,140.9,blackfoot,"blackfoot,ID",04001US16
Boise Police Dept,ID,12,211569.0,567.0,1,75.0,64,427,5342.0,913,4272.0,157.0,268.0,0.5,35.4,30.3,201.8,2524.9,431.5,2019.2,74.2,boise,"boise,ID",
Bonner County Sheriff Department,ID,12,,30.0,1,2.0,1,26,451.0,183,224.0,44.0,,,,,,,,,,bonner county,"bonner county,ID",05000US16017
Bonneville County Sheriff Department,ID,12,,61.0,0,15.0,2,44,688.0,147,514.0,27.0,,,,,,,,,,bonneville county,"bonneville county,ID",05000US16019
Caldwell Police Dept,ID,12,47223.0,121.0,1,7.0,7,106,1151.0,266,837.0,48.0,256.2,2.1,14.8,14.8,224.5,2437.4,563.3,1772.4,101.6,caldwell,"caldwell,ID",04001US16
Canyon County Sheriff Department,ID,12,,92.0,1,14.0,5,72,583.0,247,294.0,42.0,,,,,,,,,,canyon county,"canyon county,ID",05000US16027
Chubbuck Police Dept,ID,12,14162.0,39.0,0,2.0,3,34,568.0,39,513.0,16.0,275.4,0.0,14.1,21.2,240.1,4010.7,275.4,3622.4,113.0,chubbuck,"chubbuck,ID",04001US16
Coeur D'Alene Police Dept,ID,12,45267.0,260.0,0,26.0,14,220,1978.0,431,1395.0,152.0,574.4,0.0,57.4,30.9,486.0,4369.6,952.1,3081.7,335.8,coeur d'alene,"coeur d'alene,ID",04001US16
