usps,geoid,ansicode,placename,lsad,funcstat,aland,awater,aland_sqmi,awater_sqmi,intptlat,intptlong,name
al,0135704,2402595,holt cdp,57,s,8194157,36475,3.164,0.014,33.229745,-87.48289399999999,holt
al,0135752,2582683,holtville cdp,57,s,55885339,9460613,21.577,3.653,32.630299,-86.328004,holtville
al,0135800,2404724,homewood city,25,a,21657224,171817,8.362,0.066,33.45855,-86.80965,homewood
al,0135896,2404725,hoover city,25,a,121666492,2508224,46.976000000000006,0.968,33.376949,-86.80557900000002,hoover
al,0136088,2405862,horn hill town,43,a,6618368,135412,2.555,0.052000000000000005,31.238158,-86.32510400000002,horn hill
al,0136448,2404738,hueytown city,25,a,50319945,652165,19.429,0.252,33.408484,-87.01658,hueytown
al,0136592,2402603,huguley cdp,57,s,21564866,0,8.326,0.0,32.843026,-85.239429,huguley
al,0137000,2404746,huntsville city,25,a,550116109,3457268,212.401,1.335,34.699013,-86.67298000000002,huntsville
al,0137096,2405877,hurtsboro town,43,a,2674548,0,1.033,0.0,32.24009,-85.41467,hurtsboro
al,0137264,2405879,hytop town,43,a,5877476,0,2.269,0.0,34.906403000000005,-86.085258,hytop
al,0137312,2405880,ider town,43,a,14077428,0,5.435,0.0,34.702161,-85.669042,ider
al,0137465,2404759,indian springs village city,25,a,9972018,83076,3.85,0.032,33.361209,-86.74685600000002,indian springs village
al,0137864,2404765,irondale city,25,a,44851511,427267,17.317,0.165,33.539846999999995,-86.660539,irondale
al,0138032,2582684,ivalee cdp,57,s,19297932,0,7.451,0.0,34.0372,-86.147175,ivalee
al,0138152,2404775,jackson city,25,a,40505589,497291,15.639,0.192,31.532321000000003,-87.891183,jackson
al,0138248,2405902,jacksons' gap town,43,a,22054945,50818,8.515,0.02,32.884019,-85.815046,jacksons' gap
al,0138272,2404780,jacksonville city,25,a,25703350,24984,9.924,0.01,33.809108,-85.753918,jacksonville
al,0138416,2404790,jasper city,25,a,73884119,222997,28.527,0.086,33.856035,-87.270268,jasper
al,0138608,2404801,jemison city,25,a,29384580,188725,11.345,0.073,32.970705,-86.73307,jemison
al,0139064,2628595,joppa cdp,57,s,5036131,70361,1.944,0.027000000000000003,34.29955,-86.54994599999998,joppa
al,0139280,2405930,kansas town,43,a,2632975,7172,1.017,0.003,33.902808,-87.556598,kansas
al,0139472,2405933,kellyton town,43,a,2504087,1487,0.967,0.001,32.979188,-86.03460799999998,kellyton
al,0139520,2405936,kennedy town,43,a,7948840,0,3.069,0.0,33.580890999999994,-87.986179,kennedy
al,0139784,2405945,killen town,43,a,5244025,12546,2.025,0.005,34.860954,-87.52934599999998,killen
al,0139856,2405948,kimberly city,25,a,15147821,0,5.849,0.0,33.775851,-86.79708199999997,kimberly
al,0140072,2405953,kinsey town,43,a,31304043,0,12.087,0.0,31.292637,-85.3354,kinsey
al,0140096,2405954,kinston town,43,a,12671301,62341,4.892,0.024,31.219604,-86.170075,kinston
al,0140648,2403183,ladonia cdp,57,s,8121878,10357,3.136,0.004,32.459854,-85.097139,ladonia
al,0140672,2404846,la fayette city,25,a,22940322,71565,8.857000000000003,0.028,32.899427,-85.400795,la fayette
al,0140888,2405980,lakeview town,43,a,1636126,0,0.632,0.0,34.391628999999995,-85.97570400000002,lakeview
al,0140928,2405977,lake view town,43,a,4138645,605067,1.598,0.234,33.281696000000004,-87.1413,lake view
al,0141296,2404883,lanett city,25,a,16167426,0,6.242000000000001,0.0,32.857768,-85.207761,lanett
al,0141368,2405985,langston town,43,a,12755794,8595968,4.925,3.319,34.545063,-86.09335,langston
al,0141968,2404905,leeds city,25,a,58229104,566937,22.482,0.219,33.546851000000004,-86.57178,leeds
al,0142016,2405999,leesburg town,43,a,16617956,48343,6.416,0.019,34.178627,-85.777897,leesburg
al,0142160,2406001,leighton town,43,a,2550152,0,0.985,0.0,34.698625,-87.529116,leighton
al,0142304,2628596,leroy cdp,57,s,30846566,189123,11.91,0.073,31.494937,-87.972782,leroy
al,0142352,2406007,lester town,43,a,4738825,5534,1.83,0.002,34.982751,-87.155535,lester
al,0142472,2406009,level plains town,43,a,7923614,0,3.059,0.0,31.30707,-85.768755,level plains
al,0142640,2406013,lexington town,43,a,8380002,12555,3.236,0.005,34.959351,-87.37283000000002,lexington
al,0142808,2406018,libertyville town,43,a,1347464,7932,0.52,0.003,31.24398,-86.46015,libertyville
al,0143120,2404929,lincoln city,25,a,65002298,463884,25.098000000000006,0.179,33.622176,-86.070637,lincoln
al,0143240,2404934,linden city,25,a,9268324,88546,3.579,0.034,32.301358,-87.792564,linden
al,0143264,2404935,lineville city,25,a,23152223,179561,8.939,0.069,33.312832,-85.752278,lineville
al,0143336,2404936,lipscomb city,25,a,3041689,0,1.1740000000000002,0.0,33.426054,-86.92602600000002,lipscomb
al,0143384,2406024,lisman town,43,a,6697384,0,2.5860000000000003,0.0,32.171729,-88.284092,lisman
al,0143648,2406027,littleville town,43,a,12877567,116619,4.972,0.045,34.595132,-87.670739,littleville
al,0143720,2404942,livingston city,25,a,18467438,215417,7.13,0.083,32.595549,-88.186929,livingston
al,0143744,2406032,loachapoka town,43,a,2941323,19893,1.136,0.008,32.607946000000005,-85.598479,loachapoka
al,0143816,2406033,lockhart town,43,a,2818242,103127,1.088,0.04,31.013011,-86.350273,lockhart
al,0143888,2406036,locust fork town,43,a,9996657,27165,3.86,0.01,33.876794,-86.647093,locust fork
al,0144160,2582685,lookout mountain cdp,57,s,39460214,37158,15.236,0.014,34.115916,-85.965464,lookout mountain
al,0144344,2406049,louisville town,43,a,7118466,0,2.748,0.0,31.781047,-85.558336,louisville
al,0144536,2406051,lowndesboro town,43,a,2050742,0,0.792,0.0,32.276422,-86.610848,lowndesboro
al,0144608,2406055,loxley town,43,a,82494474,956592,31.851,0.369,30.684588,-87.739213,loxley
al,0144728,2404977,luverne city,25,a,40525539,70615,15.647,0.027000000000000003,31.718941,-86.269082,luverne
al,0144800,2406065,lynn town,43,a,27586587,35555,10.651,0.014,34.057592,-87.548639,lynn
al,0145208,2403268,mcdonald chapel cdp,57,s,2791198,10833,1.078,0.004,33.518576,-86.938462,mcdonald chapel
al,0145316,2633142,macedonia cdp,57,s,10226513,0,3.948,0.0,33.403139,-88.239221,macedonia
al,0145472,2406131,mcintosh town,43,a,2579767,0,0.996,0.0,31.264957,-88.028369,mcintosh
al,0145496,2406134,mckenzie town,43,a,9644432,43121,3.724,0.017,31.546470000000006,-86.725954,mckenzie
al,0145640,2406137,mcmullen town,43,a,283764,0,0.11,0.0,33.1481,-88.175749,mcmullen
al,0145784,2404989,madison city,25,a,76679381,341949,29.606,0.132,34.710533,-86.76228,madison
al,0145904,2406075,madrid town,43,a,5025807,0,1.94,0.0,31.035771,-85.39784499999998,madrid
al,0146072,2406080,magnolia springs town,43,a,2327886,162825,0.899,0.063,30.40341,-87.77589499999998,magnolia springs
al,0146192,2628597,malcolm cdp,57,s,6110284,65858,2.359,0.025,31.198697,-88.001065,malcolm
al,0146264,2406084,malvern town,43,a,36313089,12962,14.021,0.005,31.143698,-85.522973,malvern
al,0146504,2406093,maplesville town,43,a,8463711,104846,3.268,0.04,32.788282,-86.876651,maplesville
al,0146600,2582686,marbury cdp,57,s,59966999,199873,23.153,0.077,32.684059000000005,-86.476141,marbury
al,0146696,2406094,margaret town,43,a,25438724,39220,9.822,0.015,33.67284,-86.463942,margaret
al,0146768,2405020,marion city,25,a,27365217,242538,10.566,0.094,32.631968,-87.31733299999998,marion
al,0147728,2406119,maytown town,43,a,6945357,0,2.682,0.0,33.549015999999995,-86.999872,maytown
al,0147740,2403273,meadowbrook cdp,57,s,10793721,25205,4.167,0.01,33.390614,-86.70817199999998,meadowbrook
al,0147848,2628598,megargel cdp,57,s,1781777,0,0.688,0.0,31.378141,-87.430649,megargel
al,0148052,2406145,memphis town,43,a,1002838,11307,0.387,0.004,33.137044,-88.305942,memphis
al,0148064,2406147,mentone town,43,a,12087986,27272,4.667,0.011,34.563191,-85.589706,mentone
al,0148112,2403279,meridianville cdp,57,s,40250697,136955,15.541,0.053,34.874913,-86.580559,meridianville
al,0148376,2404254,midfield city,25,a,6869817,0,2.652,0.0,33.455197,-86.92263299999998,midfield
al,0148400,2406160,midland city town,43,a,15683370,0,6.055,0.0,31.315688,-85.493684,midland
al,0148424,2406161,midway town,43,a,8570511,0,3.309,0.0,32.076373,-85.524417,midway
al,0148616,2403291,mignon cdp,57,s,5180082,88368,2.0,0.034,33.18658,-86.256886,mignon
al,0148712,2404261,millbrook city,25,a,33202105,740668,12.819,0.28600000000000003,32.501474,-86.373914,millbrook
al,0148784,2582687,millerville cdp,57,s,17349170,57261,6.699,0.022,33.191458000000004,-85.929828,millerville
al,0148808,2406164,millport town,43,a,14226301,35345,5.4929999999999986,0.014,33.555935,-88.082382,millport
al,0148832,2406165,millry town,43,a,19398790,64927,7.49,0.025,31.621199,-88.327956,millry
al,0149072,2403295,minor cdp,57,s,1814797,0,0.701,0.0,33.53895,-86.94026099999998,minor
al,0150000,2404278,mobile city,25,a,360425343,105298017,139.161,40.656,30.668426,-88.100226,mobile
al,0150192,2404285,monroeville city,25,a,34635691,18229,13.373,0.006999999999999999,31.516223,-87.327714,monroeville
al,0150312,2404287,montevallo city,25,a,32291460,715164,12.468,0.276,33.125869,-86.846924,montevallo
al,0151000,2404289,montgomery city,25,a,413880715,4516776,159.8,1.744,32.347174,-86.266114,montgomery
al,0151096,2404295,moody city,25,a,63440005,819505,24.494,0.316,33.603426,-86.493789,moody
al,0151216,2403306,moores mill cdp,57,s,35235974,428312,13.605,0.165,34.852143,-86.52038,moores mill
al,0151264,2406188,mooresville town,43,a,307600,0,0.119,0.0,34.626964,-86.879997,mooresville
al,0151456,2406195,morris town,43,a,7843157,28998,3.028,0.011,33.746735,-86.804438,morris
al,0151469,2582688,morrison crossroads cdp,57,s,13444306,191484,5.191,0.07400000000000001,33.417996,-85.488284,morrison crossroads
al,0151520,2406201,mosses town,43,a,12275040,95648,4.739,0.037000000000000005,32.188758,-86.679435,mosses
al,0151600,2404314,moulton city,25,a,15525177,37270,5.994,0.014,34.488302000000004,-87.28270699999999,moulton
al,0151648,2406202,moundville town,43,a,11875639,152690,4.585,0.059,32.996542,-87.627545,moundville
al,0151696,2404329,mountain brook city,25,a,33228842,62886,12.83,0.024,33.491488000000004,-86.73447,mountain brook
al,0152320,2582689,mount olive cdp,57,s,21545249,8863,8.318999999999999,0.003,33.078474,-86.133291,mount olive
al,0152344,2403310,mount olive cdp,57,s,24127161,0,9.316,0.0,33.677474,-86.872596,mount olive
al,0152608,2406213,mount vernon town,43,a,14195693,293787,5.481,0.113,31.087727,-88.013166,mount vernon
al,0152680,2628599,movico cdp,57,s,2027795,0,0.7829999999999999,0.0,31.062763,-88.026619,movico
al,0152776,2406218,mulga town,43,a,1591717,0,0.615,0.0,33.552890999999995,-86.973293,mulga
al,0152848,2424936,munford town,43,a,5733194,3279,2.214,0.001,33.529059000000004,-85.952543,munford
al,0153016,2404345,muscle shoals city,25,a,40274757,53102,15.55,0.021,34.742657,-87.633767,muscle shoals
al,0153112,2406222,myrtlewood town,43,a,6721488,0,2.595,0.0,32.252088,-87.94926099999998,myrtlewood
al,0153208,2628600,nanafalia cdp,57,s,5619406,0,2.17,0.0,32.111393,-87.995757,nanafalia
al,0153232,2582690,nances creek cdp,57,s,15041638,21045,5.808,0.008,33.85465,-85.684728,nances creek
al,0153256,2406224,napier field town,43,a,662501,0,0.256,0.0,31.314917,-85.454962,napier field
al,0153376,2406966,natural bridge town,43,a,1123321,0,0.434,0.0,34.090353,-87.60140899999998,natural bridge
al,0153400,2406967,nauvoo town,43,a,2563597,5096,0.99,0.002,33.984386,-87.48544,nauvoo
al,0153448,2406969,nectar town,43,a,4689472,35874,1.811,0.014,33.979779,-86.620614,nectar
al,0153472,2406970,needham town,43,a,1482480,0,0.5720000000000001,0.0,31.987,-88.336563,needham
al,0153784,2406982,newbern town,43,a,3010370,6872,1.162,0.003,32.591672,-87.535614,newbern
al,0153856,2406973,new brockton town,43,a,20683051,35486,7.9860000000000015,0.014,31.367723,-85.92518000000003,new brockton
al,0154168,2404361,new hope city,25,a,22423266,148532,8.658,0.057,34.537972,-86.41237199999998,new hope
al,0154312,2403332,new market cdp,57,s,45403018,78284,17.53,0.03,34.892335,-86.425818,new market
al,0154432,2406980,new site town,43,a,25551805,44275,9.866,0.017,33.026041,-85.784536,new site
al,0154480,2406989,newton town,43,a,36907377,73592,14.25,0.028,31.341229,-85.588307,newton
al,0154582,2582691,new union cdp,57,s,31556949,10955,12.184,0.004,34.133682,-86.228002,new union
al,0154600,2406991,newville town,43,a,10406795,0,4.018,0.0,31.420604,-85.33669,newville
al,0155044,2407004,north courtland town,43,a,1708149,29497,0.66,0.011,34.680046000000004,-87.30572099999998,north courtland
al,0155152,2407006,north johns town,43,a,526683,0,0.203,0.0,33.368055,-87.100888,north johns
al,0155200,2404400,northport city,25,a,43349530,614577,16.737000000000002,0.237,33.257975,-87.59647,northport
al,0155440,2407012,notasulga town,43,a,35754005,388323,13.805,0.15,32.555409000000004,-85.668577,notasulga
al,0155752,2407015,oak grove town,43,a,4606524,5004,1.779,0.002,33.190359,-86.303727,oak grove
al,0155848,2407019,oak hill town,43,a,1451274,0,0.56,0.0,31.92162,-87.085234,oak hill
al,0155992,2407028,oakman town,43,a,7981749,22558,3.082,0.009000000000000001,33.714322,-87.388699,oakman
al,0156400,2407036,odenville town,43,a,36026709,248234,13.91,0.096,33.700875,-86.423371,odenville
al,0156472,2407037,ohatchee town,43,a,15270082,105149,5.896,0.041,33.789764,-86.029055,ohatchee
al,0157000,2404433,oneonta city,25,a,40069506,149959,15.470999999999998,0.058,33.947082,-86.48951,oneonta
al,0157024,2407049,onycha town,43,a,2050856,24551,0.792,0.009000000000000001,31.225693,-86.27602399999998,onycha
al,0157048,2404435,opelika city,25,a,154494049,2388300,59.65,0.922,32.660739,-85.37889,opelika
al,0157120,2404437,opp city,25,a,61289127,2396950,23.664,0.925,31.284375,-86.257442,opp
al,0157144,2404439,orange beach city,25,a,38077402,3226448,14.702,1.246,30.293811,-87.58596,orange beach
al,0157240,2407056,orrville town,43,a,2684768,0,1.037,0.0,32.306769,-87.245447,orrville
al,0157384,2582692,our town cdp,57,s,30766140,93654,11.879,0.036000000000000004,32.842211,-85.967035,our town
al,0157504,2407060,owens cross roads town,43,a,21462798,309445,8.287,0.119,34.585458,-86.455027,owens cross roads
al,0157576,2404451,oxford city,25,a,79827610,851525,30.822,0.329,33.598433,-85.872336,oxford
al,0157648,2404456,ozark city,25,a,88295121,639149,34.091,0.247,31.451615000000004,-85.645035,ozark
al,0157696,2407066,paint rock town,43,a,1122648,24971,0.433,0.01,34.660934000000005,-86.333952,paint rock
al,0157912,2628601,panola cdp,57,s,1858530,3231,0.718,0.001,32.946819,-88.262264,panola
al,0158272,2407076,parrish town,43,a,5421085,0,2.093,0.0,33.732321,-87.28012700000002,parrish
al,0158848,2404497,pelham city,25,a,100592927,1311243,38.839,0.506,33.32183,-86.74219699999998,pelham
al,0158896,2404499,pell city city,25,a,64434273,7139017,24.878,2.756,33.560312,-86.263634,pell
al,0158968,2407098,pennington town,43,a,5081834,0,1.962,0.0,32.206959999999995,-88.055777,pennington
al,0159016,2582693,penton cdp,57,s,23661886,93782,9.136,0.036000000000000004,33.009832,-85.474824,penton
al,0159088,2560543,perdido beach town,43,a,3221585,1105,1.244,0.0,30.353879,-87.504788,perdido beach
al,0159232,2628602,peterman cdp,57,s,1094489,0,0.423,0.0,31.583669,-87.263042,peterman
al,0159328,2407104,petrey town,43,a,1900154,42953,0.7340000000000001,0.017,31.85216,-86.20400699999998,petrey
al,0159472,2404510,phenix city city,25,a,72467590,325619,27.98,0.126,32.461669,-85.025021,phenix
al,0159496,2407105,phil campbell town,43,a,10519452,39480,4.062,0.015,34.351539,-87.706319,phil campbell
al,0159592,2407107,pickensville town,43,a,20011645,6039614,7.727,2.332,33.235782,-88.289443,pickensville
al,0159640,2404515,piedmont city,25,a,25410068,172091,9.811,0.066,33.926035,-85.615442,piedmont
al,0159760,2407109,pike road town,43,a,81826142,759897,31.593000000000004,0.293,32.311887,-86.033007,pike road
al,0159832,2407112,pinckard town,43,a,13813652,21718,5.332999999999998,0.008,31.318989,-85.537836,pinckard
al,0159880,2407114,pine apple town,43,a,8029654,0,3.1,0.0,31.872155,-86.989059,pine apple
al,0160240,2407115,pine hill town,43,a,9885074,0,3.817,0.0,31.985884,-87.58751600000002,pine hill
al,0160264,2582694,pine level cdp,57,s,64249015,132799,24.807,0.051,32.579542,-86.454318,pine level
al,0160372,2407119,pine ridge town,43,a,3361084,916,1.298,0.0,34.44795,-85.784018,pine ridge
al,0160648,2424931,pinson city,25,a,26039296,71377,10.054,0.028,33.703291,-86.669741,pinson
al,0160720,2407128,pisgah town,43,a,12433063,0,4.8,0.0,34.684366,-85.84600999999998,pisgah
al,0161008,2404538,pleasant grove city,25,a,25631950,0,9.897,0.0,33.493605,-86.978206,pleasant grove
al,0161038,2407134,pleasant groves town,43,a,9443257,7419,3.646,0.003,34.737619,-86.197637,pleasant groves
al,0161488,2403433,point clear cdp,57,s,14274431,62932,5.511,0.024,30.494676,-87.909991,point clear
al,0161536,2407141,pollard town,43,a,2880392,6856,1.112,0.003,31.023877,-87.172978,pollard
al,0162075,2407153,powell town,43,a,12853510,0,4.963,0.0,34.532534000000005,-85.897879,powell
al,0162328,2404568,prattville city,25,a,85568204,2317585,33.038000000000004,0.895,32.461908,-86.457385,prattville
al,0162472,2407160,priceville town,43,a,13523098,74664,5.221,0.029,34.524483000000004,-86.881676,priceville
al,0162496,2404573,prichard city,25,a,65569112,528309,25.316,0.204,30.773337,-88.13141800000002,prichard
al,0162688,2407165,providence town,43,a,4520210,0,1.745,0.0,32.342386,-87.776115,providence
al,0162952,2628603,putnam cdp,57,s,24565136,0,9.485,0.0,32.018084,-88.033057,putnam
al,0163216,2407169,ragland town,43,a,43481619,128940,16.788,0.05,33.748325,-86.135927,ragland
al,0163288,2404588,rainbow city city,25,a,65936705,381983,25.458,0.147,33.928777000000004,-86.084228,rainbow
al,0163336,2404589,rainsville city,25,a,53415701,36474,20.624,0.014,34.494364000000004,-85.836505,rainsville
al,0163408,2407173,ranburne town,43,a,4107937,0,1.586,0.0,33.525853000000005,-85.339013,ranburne
al,0163495,2582695,ray cdp,57,s,21247780,115793,8.204,0.045,32.88923,-86.024612,ray
al,0163576,2404601,red bay city,25,a,25224466,268145,9.739,0.104,34.436097,-88.136515,red bay
al,0163730,2582696,redland cdp,57,s,62526585,383677,24.142,0.14800000000000002,32.481426,-86.143759,redland
al,0163768,2407185,red level town,43,a,4977707,12963,1.922,0.005,31.406711,-86.606217,red level
al,0163912,2403466,redstone arsenal cdp,57,s,19442945,37337,7.5070000000000014,0.014,34.687763000000004,-86.661268,redstone arsenal
al,0163984,2407191,reece city town,43,a,9207429,0,3.555,0.0,34.077307,-86.034461,reece
al,0164040,2582697,reeltown cdp,57,s,19547357,72437,7.5470000000000015,0.028,32.574211,-85.819562,reeltown
al,0164104,2407194,reform town,43,a,20741848,73591,8.008,0.028,33.378214,-88.017297,reform
al,0164152,2407196,rehobeth town,43,a,19402489,80600,7.491,0.031,31.124507,-85.439607,rehobeth
al,0164368,2407200,repton town,43,a,2479555,18493,0.957,0.006999999999999999,31.409716,-87.23893100000002,repton
al,0164656,2407216,ridgeville town,43,a,2125492,0,0.821,0.0,34.056929,-86.102874,ridgeville
al,0164776,2407223,river falls town,43,a,17703764,675339,6.835,0.261,31.352397,-86.544609,river falls
